Device:  cuda
Train Epoch: 2 [49920/103818 (48%)]	Train Loss: 3.399017	Val Loss: 3.203364	Val Acc: 23.125
Train Epoch: 2 [51200/103818 (49%)]	Train Loss: 3.647263	Val Loss: 3.101790	Val Acc: 24.6875
Train Epoch: 2 [52480/103818 (50%)]	Train Loss: 3.258136	Val Loss: 3.171983	Val Acc: 21.09375
Train Epoch: 2 [53760/103818 (52%)]	Train Loss: 3.127174	Val Loss: 3.172869	Val Acc: 22.8125
Train Epoch: 2 [55040/103818 (53%)]	Train Loss: 3.541470	Val Loss: 3.040940	Val Acc: 23.125
Train Epoch: 2 [56320/103818 (54%)]	Train Loss: 3.122323	Val Loss: 3.091485	Val Acc: 23.4375
Train Epoch: 2 [57600/103818 (55%)]	Train Loss: 3.084529	Val Loss: 3.172976	Val Acc: 20.625
Train Epoch: 2 [58880/103818 (57%)]	Train Loss: 3.144772	Val Loss: 3.118600	Val Acc: 23.90625
Train Epoch: 2 [60160/103818 (58%)]	Train Loss: 2.979107	Val Loss: 3.210022	Val Acc: 22.96875
Train Epoch: 2 [61440/103818 (59%)]	Train Loss: 3.145755	Val Loss: 3.159485	Val Acc: 22.1875
Train Epoch: 2 [62720/103818 (60%)]	Train Loss: 3.228758	Val Loss: 3.097788	Val Acc: 25.0
Train Epoch: 2 [64000/103818 (62%)]	Train Loss: 3.199340	Val Loss: 3.081424	Val Acc: 23.75
Train Epoch: 2 [65280/103818 (63%)]	Train Loss: 3.254608	Val Loss: 3.185688	Val Acc: 22.34375
Train Epoch: 2 [66560/103818 (64%)]	Train Loss: 3.313482	Val Loss: 3.223525	Val Acc: 20.3125
Train Epoch: 2 [67840/103818 (65%)]	Train Loss: 3.114587	Val Loss: 3.130317	Val Acc: 23.75
Train Epoch: 2 [69120/103818 (67%)]	Train Loss: 3.141477	Val Loss: 3.098819	Val Acc: 22.34375
Train Epoch: 2 [70400/103818 (68%)]	Train Loss: 3.075652	Val Loss: 3.105657	Val Acc: 21.71875
Train Epoch: 2 [71680/103818 (69%)]	Train Loss: 3.033251	Val Loss: 3.010411	Val Acc: 27.03125
Train Epoch: 2 [72960/103818 (70%)]	Train Loss: 3.151877	Val Loss: 3.082695	Val Acc: 24.53125
Train Epoch: 2 [74240/103818 (71%)]	Train Loss: 3.195129	Val Loss: 3.021239	Val Acc: 27.96875
Train Epoch: 2 [75520/103818 (73%)]	Train Loss: 2.904179	Val Loss: 3.109744	Val Acc: 24.375
Train Epoch: 2 [76800/103818 (74%)]	Train Loss: 3.163385	Val Loss: 3.177755	Val Acc: 22.8125
Train Epoch: 2 [78080/103818 (75%)]	Train Loss: 3.172616	Val Loss: 3.051064	Val Acc: 26.40625
Train Epoch: 2 [79360/103818 (76%)]	Train Loss: 3.234050	Val Loss: 3.082462	Val Acc: 25.9375
Train Epoch: 2 [80640/103818 (78%)]	Train Loss: 3.214772	Val Loss: 3.113567	Val Acc: 23.59375
Train Epoch: 2 [81920/103818 (79%)]	Train Loss: 3.369772	Val Loss: 3.134827	Val Acc: 24.53125
Train Epoch: 2 [83200/103818 (80%)]	Train Loss: 3.099550	Val Loss: 3.067090	Val Acc: 24.21875
Train Epoch: 2 [84480/103818 (81%)]	Train Loss: 3.262648	Val Loss: 3.152777	Val Acc: 22.03125
Train Epoch: 2 [85760/103818 (83%)]	Train Loss: 3.052972	Val Loss: 3.109957	Val Acc: 25.0
